City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Mahebourg,MU,2022-04-09 18:40:55,-20.4081,57.7,79.09,83,75,8.05,broken clouds
260,Tres Lagoas,BR,2022-04-09 18:40:55,-20.7511,-51.6783,91.63,43,93,7.58,overcast clouds
261,Lakatoro,VU,2022-04-09 18:40:55,-16.0999,167.4164,79.59,81,23,5.91,few clouds
262,Ternate,ID,2022-04-09 18:40:56,0.8,127.4,80.91,80,100,7.96,overcast clouds
263,Half Moon Bay,US,2022-04-09 18:40:56,37.4636,-122.4286,73.58,47,0,11.5,clear sky
264,Nizhniy Mamon,RU,2022-04-09 18:40:57,50.1937,40.5083,53.31,60,100,5.32,overcast clouds
265,Yulara,AU,2022-04-09 18:40:57,-25.2406,130.9889,55.24,41,0,2.3,clear sky
266,Chicama,PE,2022-04-09 18:40:58,-7.8447,-79.1469,68.54,59,88,10.13,overcast clouds
267,Nuuk,GL,2022-04-09 18:40:58,64.1835,-51.7216,27.21,74,20,13.8,few clouds
268,Progreso,MX,2022-04-09 18:40:58,21.2833,-89.6667,84.31,42,89,15.82,overcast clouds
269,Puri,IN,2022-04-09 18:40:59,19.8,85.85,82.92,89,1,23.6,clear sky
270,Shestakovo,RU,2022-04-09 18:40:59,56.4915,103.96,29.37,99,100,1.14,light snow
271,Egvekinot,RU,2022-04-09 18:41:00,66.3167,-179.1667,3.0,94,99,2.19,overcast clouds
272,Pevek,RU,2022-04-09 18:41:00,69.7008,170.3133,-24.38,100,32,4.94,scattered clouds
273,Yangjiang,CN,2022-04-09 18:42:01,21.85,111.9667,66.54,87,0,2.24,clear sky
274,Sao Felix Do Xingu,BR,2022-04-09 18:42:01,-6.6447,-51.995,86.27,65,97,1.97,light rain
275,Galle,LK,2022-04-09 18:42:02,6.0367,80.217,79.45,81,100,9.04,overcast clouds
276,Bikin,RU,2022-04-09 18:42:02,46.8161,134.26,32.67,91,75,3.85,broken clouds
277,Acapulco,MX,2022-04-09 18:39:39,16.8634,-99.8901,85.82,62,20,6.91,few clouds
278,Belmonte,BR,2022-04-09 18:42:04,-15.8631,-38.8828,81.91,69,38,6.96,scattered clouds
279,Cape Coast,GH,2022-04-09 18:42:04,5.1053,-1.2466,82.76,82,100,5.5,overcast clouds
280,Byron Bay,AU,2022-04-09 18:42:04,-28.65,153.6167,65.71,87,51,5.64,broken clouds
281,Malanje,AO,2022-04-09 18:42:05,-9.5402,16.341,66.02,94,100,1.72,moderate rain
282,Rovereto,IT,2022-04-09 18:42:06,45.8896,11.0387,46.78,46,100,6.02,overcast clouds
283,Quatre Cocos,MU,2022-04-09 18:42:06,-20.2078,57.7625,78.91,79,17,12.03,few clouds
284,Shenjiamen,CN,2022-04-09 18:42:07,29.9576,122.298,59.85,89,100,13.33,overcast clouds
285,Guliston,UZ,2022-04-09 18:42:07,40.4897,68.7842,74.01,39,100,6.67,overcast clouds
286,Lethem,GY,2022-04-09 18:42:08,3.3803,-59.7968,84.78,59,100,8.99,overcast clouds
287,Saraland,US,2022-04-09 18:42:08,30.8207,-88.0706,69.42,24,0,9.33,clear sky
288,Arrecife,ES,2022-04-09 18:42:09,28.963,-13.5477,67.98,68,20,14.97,few clouds
289,Pochutla,MX,2022-04-09 18:42:09,15.7432,-96.4661,91.81,36,95,9.66,overcast clouds
290,Dogondoutchi,NE,2022-04-09 18:42:10,13.6393,4.0287,95.13,15,5,5.17,clear sky
291,Storslett,NO,2022-04-09 18:42:10,69.7678,21.0247,37.4,75,100,5.75,overcast clouds
292,Adrar,MR,2022-04-09 18:42:11,20.5022,-10.0711,86.05,6,0,8.32,clear sky
293,Marfino,RU,2022-04-09 18:42:12,55.7028,37.3822,48.34,76,75,6.71,broken clouds
294,Portomaggiore,IT,2022-04-09 18:42:12,44.6985,11.8068,46.27,89,100,29.15,overcast clouds
295,Matamoros,MX,2022-04-09 18:42:13,25.5333,-103.25,82.99,22,24,1.95,few clouds
296,Leningradskiy,RU,2022-04-09 18:42:13,69.3833,178.4167,-20.31,93,30,4.03,scattered clouds
297,Mount Gambier,AU,2022-04-09 18:39:00,-37.8333,140.7667,58.91,77,32,8.05,scattered clouds
298,Glendive,US,2022-04-09 18:42:14,47.1053,-104.7125,53.22,28,100,21.85,overcast clouds
299,Shache,CN,2022-04-09 18:42:14,38.4167,77.2406,66.38,22,100,7.85,overcast clouds
300,Manokwari,ID,2022-04-09 18:42:15,-0.8667,134.0833,78.12,82,100,2.46,light rain
301,Naryan-Mar,RU,2022-04-09 18:42:15,67.6713,53.087,34.79,100,100,15.17,overcast clouds
302,Sumenep,ID,2022-04-09 18:42:16,-7.0167,113.8667,78.66,80,100,0.49,overcast clouds
303,Ponta Do Sol,PT,2022-04-09 18:42:17,32.6667,-17.1,64.71,71,0,4.59,clear sky
304,Luau,AO,2022-04-09 18:42:17,-10.7073,22.2247,64.8,94,100,1.32,overcast clouds
305,Hermosillo,MX,2022-04-09 18:38:14,29.0667,-110.9667,91.85,20,0,8.05,clear sky
306,Troitsko-Pechorsk,RU,2022-04-09 18:42:18,62.7084,56.1964,35.83,100,100,8.34,overcast clouds
307,Pyapon,MM,2022-04-09 18:42:18,16.2833,95.6833,79.63,77,61,7.96,broken clouds
308,Porto Novo,BJ,2022-04-09 18:42:19,6.4965,2.6036,80.42,79,100,5.95,overcast clouds
309,Beaumont,US,2022-04-09 18:42:19,30.0861,-94.1019,78.84,30,0,9.22,clear sky
310,Bafoulabe,ML,2022-04-09 18:42:20,13.8065,-10.8321,102.96,8,7,4.63,clear sky
311,Bandiagara,ML,2022-04-09 18:42:20,14.3501,-3.6104,94.42,8,2,7.0,clear sky
312,Dakoro,NE,2022-04-09 18:42:21,14.5106,6.765,87.55,7,0,2.73,clear sky
313,Kavieng,PG,2022-04-09 18:40:06,-2.5744,150.7967,80.04,80,100,4.68,overcast clouds
314,Nsanje,MW,2022-04-09 18:42:22,-16.92,35.262,71.02,97,20,3.85,few clouds
315,Ruiru,KE,2022-04-09 18:42:22,-1.1606,36.9567,73.18,52,20,10.36,few clouds
316,Abu Kamal,SY,2022-04-09 18:42:23,34.4506,40.9171,71.33,28,0,8.75,clear sky
317,Sao Jose Da Coroa Grande,BR,2022-04-09 18:42:08,-8.8978,-35.1478,81.57,79,100,10.67,overcast clouds
318,Mount Isa,AU,2022-04-09 18:42:23,-20.7333,139.5,82.17,28,74,14.97,broken clouds
319,North Platte,US,2022-04-09 18:43:24,41.1239,-100.7654,78.12,18,0,12.66,clear sky
320,Arlit,NE,2022-04-09 18:43:24,18.7369,7.3853,94.24,5,0,8.68,clear sky
321,Lavrentiya,RU,2022-04-09 18:42:48,65.5833,-171.0,13.33,91,100,2.77,overcast clouds
322,Nanortalik,GL,2022-04-09 18:43:25,60.1432,-45.2371,32.47,72,7,2.64,clear sky
323,Alofi,NU,2022-04-09 18:43:26,-19.0595,-169.9187,73.29,94,11,0.0,few clouds
324,Decatur,US,2022-04-09 18:43:27,39.8403,-88.9548,49.75,46,75,13.8,broken clouds
325,Gaziantep,TR,2022-04-09 18:43:27,37.0594,37.3825,58.93,51,0,6.91,clear sky
326,Nantucket,US,2022-04-09 18:42:08,41.2835,-70.0995,57.31,76,0,17.27,clear sky
327,Tiksi,RU,2022-04-09 18:43:28,71.6872,128.8694,-13.07,100,99,3.56,overcast clouds
328,Port Lincoln,AU,2022-04-09 18:43:28,-34.7333,135.8667,67.21,49,90,9.08,overcast clouds
329,Mayor Pablo Lagerenza,PY,2022-04-09 18:43:29,-19.9309,-60.7718,93.36,39,98,10.02,overcast clouds
330,Taoudenni,ML,2022-04-09 18:43:29,22.6783,-3.9836,85.35,7,0,10.92,clear sky
331,Vanimo,PG,2022-04-09 18:43:30,-2.6741,141.3028,77.29,91,100,4.65,overcast clouds
332,Yar-Sale,RU,2022-04-09 18:43:30,66.8333,70.8333,4.96,97,100,5.68,overcast clouds
333,San Jeronimo,PE,2022-04-09 18:43:31,-11.9472,-75.2829,58.28,68,100,6.08,overcast clouds
334,Fonte Boa,BR,2022-04-09 18:43:31,-2.4959,-66.2662,84.29,75,72,4.21,broken clouds
335,Samarai,PG,2022-04-09 18:43:32,-10.6167,150.6667,82.6,79,23,18.12,few clouds
336,Matay,EG,2022-04-09 18:43:32,28.419,30.7792,75.74,23,99,10.25,overcast clouds
337,Zhangye,CN,2022-04-09 18:43:33,38.9342,100.4517,61.3,17,6,7.31,clear sky
338,Mackay,AU,2022-04-09 18:43:33,-21.15,149.2,77.68,94,40,13.8,scattered clouds
339,Mossendjo,CG,2022-04-09 18:43:34,-2.9506,12.7261,71.24,95,100,2.26,overcast clouds
340,Mporokoso,ZM,2022-04-09 18:43:35,-9.3727,30.125,61.2,96,57,4.25,broken clouds
341,Praia Da Vitoria,PT,2022-04-09 18:40:49,38.7333,-27.0667,57.76,76,20,26.46,few clouds
342,Daloa,CI,2022-04-09 18:43:35,6.8774,-6.4502,80.01,72,100,4.27,light rain
343,Puerto Carreno,CO,2022-04-09 18:43:36,6.189,-67.4859,94.98,43,40,4.61,scattered clouds
344,Leshukonskoye,RU,2022-04-09 18:43:36,64.8989,45.7622,35.58,97,84,4.59,broken clouds
345,Kaduqli,SD,2022-04-09 18:43:37,11.0167,29.7167,92.88,26,92,4.97,overcast clouds
346,Agadez,NE,2022-04-09 18:43:37,19.75,10.25,90.16,5,0,8.39,clear sky
347,Artyom,AZ,2022-04-09 18:43:38,40.4723,50.333,50.14,87,100,14.27,overcast clouds
348,Namibe,AO,2022-04-09 18:43:38,-15.1961,12.1522,71.6,78,15,5.26,few clouds
349,Vao,NC,2022-04-09 18:43:39,-22.6667,167.4833,77.79,83,92,19.73,overcast clouds
350,Merauke,ID,2022-04-09 18:43:39,-8.4667,140.3333,77.16,88,29,8.75,scattered clouds
351,Port Hedland,AU,2022-04-09 18:43:39,-20.3167,118.5667,80.65,78,5,8.05,clear sky
352,Lima,PE,2022-04-09 18:41:26,-12.0432,-77.0282,70.05,73,75,5.75,broken clouds
353,Faanui,PF,2022-04-09 18:43:40,-16.4833,-151.75,82.8,71,100,20.89,overcast clouds
354,Tonaya,MX,2022-04-09 18:43:40,19.7833,-103.9667,92.91,22,5,0.74,clear sky
355,Lafia,NG,2022-04-09 18:43:41,8.4833,8.5167,86.31,51,100,6.96,light rain
356,Pizarro,CO,2022-04-09 18:43:41,4.9533,-77.366,82.24,76,99,6.49,overcast clouds
357,Belogorsk,RU,2022-04-09 18:43:42,50.9158,128.4611,33.76,93,100,6.06,overcast clouds
358,Puerto Armuelles,PA,2022-04-09 18:43:42,8.2833,-82.8667,87.78,82,100,4.34,overcast clouds
359,Raudeberg,NO,2022-04-09 18:43:42,61.9875,5.1352,37.87,86,100,33.78,overcast clouds
360,Orlik,RU,2022-04-09 18:43:43,52.5178,99.825,6.89,89,18,2.13,few clouds
361,Mazamari,PE,2022-04-09 18:43:43,-11.3258,-74.5308,81.34,75,100,1.43,overcast clouds
362,Beloha,MG,2022-04-09 18:43:44,-25.1667,45.05,73.54,82,36,17.09,scattered clouds
363,Aswan,EG,2022-04-09 18:43:44,24.0934,32.907,96.1,7,0,9.22,clear sky
364,Marigot,MF,2022-04-09 18:43:44,18.0667,-63.0833,83.98,60,40,18.41,scattered clouds
365,Holoby,UA,2022-04-09 18:43:45,51.0865,25.0077,42.06,82,100,8.57,overcast clouds
366,Bilma,NE,2022-04-09 18:44:45,18.6853,12.9164,90.28,6,0,5.39,clear sky
367,Tahta,EG,2022-04-09 18:44:46,26.7693,31.5021,78.24,15,5,9.44,clear sky
368,Felanitx,ES,2022-04-09 18:44:46,39.4696,3.1483,59.52,80,61,10.76,broken clouds
369,Cap Malheureux,MU,2022-04-09 18:40:12,-19.9842,57.6142,76.46,85,34,1.01,scattered clouds
370,Imbituba,BR,2022-04-09 18:44:47,-28.24,-48.6703,74.68,81,50,7.18,scattered clouds
371,Nador,MA,2022-04-09 18:44:47,35.174,-2.9287,68.07,37,0,5.75,clear sky
372,Mana,GF,2022-04-09 18:44:48,5.6592,-53.7767,80.6,81,98,11.63,overcast clouds
373,Bucerias,MX,2022-04-09 18:43:37,20.75,-105.3333,85.1,55,0,10.67,clear sky
374,Luanda,AO,2022-04-09 18:44:24,-8.8368,13.2343,78.31,86,91,7.58,overcast clouds
375,Revelstoke,CA,2022-04-09 18:42:21,50.9832,-118.2023,44.62,33,20,6.91,few clouds
376,Lashio,MM,2022-04-09 18:44:49,22.9333,97.75,65.43,58,6,1.81,clear sky
377,Qiryat Yam,IL,2022-04-09 18:44:50,32.8508,35.0703,62.98,85,0,1.01,clear sky
378,Ferkessedougou,CI,2022-04-09 18:44:50,9.6,-5.2,88.12,43,100,8.37,overcast clouds
379,Koumac,NC,2022-04-09 18:44:50,-20.5667,164.2833,76.73,87,96,7.96,overcast clouds
380,Jurm,AF,2022-04-09 18:44:51,36.8648,70.8342,61.05,51,3,4.52,clear sky
381,Kruisfontein,ZA,2022-04-09 18:44:51,-34.0033,24.7314,61.88,86,100,13.51,light rain
382,Maniitsoq,GL,2022-04-09 18:44:52,65.4167,-52.9,21.92,76,58,4.52,broken clouds
383,Muros,ES,2022-04-09 18:44:03,42.7762,-9.0603,55.76,78,9,5.03,clear sky
384,Trairi,BR,2022-04-09 18:44:52,-3.2778,-39.2689,77.92,85,100,6.08,overcast clouds
385,Havoysund,NO,2022-04-09 18:44:52,70.9963,24.6622,35.83,96,100,32.82,overcast clouds
386,Teguise,ES,2022-04-09 18:44:53,29.0605,-13.564,64.62,68,20,14.97,few clouds
387,Hohhot,CN,2022-04-09 18:44:53,40.8106,111.6522,50.29,34,0,6.71,clear sky
388,Pelotas,BR,2022-04-09 18:44:54,-31.7719,-52.3425,84.22,60,20,9.22,few clouds
389,Khatassy,RU,2022-04-09 18:44:54,61.9036,129.6383,22.98,93,100,6.76,overcast clouds
390,Lagoa,PT,2022-04-09 18:44:55,39.05,-27.9833,55.89,69,12,36.24,few clouds
391,Yancheng,CN,2022-04-09 18:44:55,33.3856,120.1253,59.83,68,100,9.06,overcast clouds
392,Saint-Pierre,RE,2022-04-09 18:44:55,-21.3393,55.4781,78.48,67,100,16.11,overcast clouds
393,Auki,SB,2022-04-09 18:44:56,-8.7676,160.7034,76.89,84,32,2.71,scattered clouds
394,Tezu,IN,2022-04-09 18:44:56,27.9167,96.1667,66.9,79,17,3.78,few clouds
395,Kijang,KR,2022-04-09 18:44:57,35.2442,129.2139,55.13,67,2,9.28,clear sky
396,Matara,LK,2022-04-09 18:44:57,5.9485,80.5353,77.0,87,70,8.01,broken clouds
397,Can,TR,2022-04-09 18:45:00,40.0333,27.0524,55.72,86,0,5.39,clear sky
398,Constantine,DZ,2022-04-09 18:45:01,36.365,6.6147,58.41,67,40,10.36,scattered clouds
399,Itoman,JP,2022-04-09 18:45:01,26.1247,127.6694,72.37,90,75,9.22,broken clouds
400,College,US,2022-04-09 18:43:52,64.8569,-147.8028,11.46,53,20,3.44,few clouds
401,Paris,FR,2022-04-09 18:40:07,48.8534,2.3488,51.06,58,0,9.22,clear sky
402,Mabua,PH,2022-04-09 18:45:02,9.8089,125.4422,76.19,91,100,24.34,heavy intensity rain
403,Tilichiki,RU,2022-04-09 18:45:03,60.4667,166.1,20.35,85,100,6.46,overcast clouds
404,Pisco,PE,2022-04-09 18:45:03,-13.7,-76.2167,74.01,83,20,8.05,few clouds
405,Senanga,ZM,2022-04-09 18:45:04,-16.1167,23.2667,66.13,91,56,5.46,broken clouds
406,Store Heddinge,DK,2022-04-09 18:45:05,55.3097,12.3889,42.48,72,15,25.57,few clouds
407,Saint-Augustin,CA,2022-04-09 18:40:09,51.226,-58.6502,32.85,100,100,9.19,light snow
408,Vanavara,RU,2022-04-09 18:45:05,60.34,102.2797,17.1,97,100,2.73,overcast clouds
409,Winslow,US,2022-04-09 18:45:06,35.0242,-110.6974,80.78,7,0,17.27,clear sky
410,Abu Samrah,SY,2022-04-09 18:45:06,35.3029,37.1841,59.63,67,0,6.64,clear sky
411,Upata,VE,2022-04-09 18:45:07,8.0086,-62.3989,87.89,45,94,5.95,overcast clouds
412,Knezica,BA,2022-04-09 18:45:07,45.1028,16.6775,40.5,94,100,2.55,overcast clouds
413,Sakakah,SA,2022-04-09 18:45:08,29.9697,40.2064,76.57,14,0,6.55,clear sky
414,Luz,BR,2022-04-09 18:46:08,-19.8014,-45.6856,83.97,54,99,6.64,overcast clouds
415,Tromso,NO,2022-04-09 18:46:09,69.6496,18.957,37.42,70,75,17.27,broken clouds
416,Arenzano,IT,2022-04-09 18:46:09,44.4052,8.6832,57.06,23,42,1.01,scattered clouds
417,Skibbereen,IE,2022-04-09 18:46:09,51.55,-9.2667,47.1,65,100,13.09,overcast clouds
418,Biak,ID,2022-04-09 18:46:10,-0.9131,122.8766,76.03,79,100,2.93,overcast clouds
419,Bossangoa,CF,2022-04-09 18:46:10,6.4926,17.4552,81.45,45,99,1.92,overcast clouds
420,Dustlik,UZ,2022-04-09 18:46:11,40.5247,68.0358,72.23,37,100,4.45,overcast clouds
421,Bilibino,RU,2022-04-09 18:46:11,68.0546,166.4372,-10.52,98,100,1.77,overcast clouds
422,Zemio,CF,2022-04-09 18:46:12,5.0314,25.1361,71.82,86,83,3.89,broken clouds
423,Bannu,PK,2022-04-09 18:44:18,32.9854,70.6027,83.08,16,0,4.23,clear sky
424,Fairbanks,US,2022-04-09 18:46:13,64.8378,-147.7164,11.48,52,0,3.44,clear sky
425,Eyl,SO,2022-04-09 18:46:14,7.9803,49.8164,80.89,78,39,10.36,scattered clouds
426,Atar,MR,2022-04-09 18:46:14,20.5169,-13.0499,98.65,23,0,6.91,clear sky
427,Jizan,SA,2022-04-09 18:42:11,17.3333,42.6667,85.14,61,0,2.64,clear sky
428,Birao,CF,2022-04-09 18:46:15,10.2849,22.7882,90.91,24,82,4.68,broken clouds
429,Wichita Falls,US,2022-04-09 18:41:54,33.9137,-98.4934,82.26,15,0,20.71,clear sky
430,Ngunguru,NZ,2022-04-09 18:46:15,-35.6167,174.5,64.89,77,39,11.43,scattered clouds
431,Oeiras Do Para,BR,2022-04-09 18:46:16,-2.0031,-49.8544,81.3,92,92,4.52,overcast clouds
432,Dickinson,US,2022-04-09 18:46:16,29.4608,-95.0513,83.98,50,0,14.97,clear sky
433,Comodoro Rivadavia,AR,2022-04-09 18:45:01,-45.8667,-67.5,60.66,82,40,9.22,scattered clouds
434,Green River,US,2022-04-09 18:46:17,41.5286,-109.4662,57.6,35,67,18.61,broken clouds
435,Moissala,TD,2022-04-09 18:46:17,8.3404,17.7663,83.75,45,100,2.48,light rain
436,Madera,US,2022-04-09 18:46:18,37.1666,-119.8343,82.53,42,0,8.14,clear sky
437,Shu,KZ,2022-04-09 18:46:18,43.5983,73.7614,55.58,95,100,2.71,moderate rain
438,Cascais,PT,2022-04-09 18:46:12,38.6979,-9.4215,63.52,73,75,15.99,broken clouds
439,Sangar,RU,2022-04-09 18:46:19,63.9242,127.4739,10.22,98,100,5.55,overcast clouds
440,Rocha,UY,2022-04-09 18:46:20,-34.4833,-54.3333,70.43,72,100,8.79,overcast clouds
441,Taloqan,AF,2022-04-09 18:46:20,36.7361,69.5345,69.15,40,11,1.28,few clouds
442,Vila Velha,BR,2022-04-09 18:46:20,-20.3297,-40.2925,89.55,77,0,13.8,clear sky
443,Svetlaya,RU,2022-04-09 18:46:21,46.5389,138.3297,31.06,91,55,3.87,broken clouds
444,Pervomayskoye,RU,2022-04-09 18:46:22,43.919,46.7102,55.09,67,99,3.6,overcast clouds
445,Dunedin,NZ,2022-04-09 18:44:59,-45.8742,170.5036,49.21,83,99,9.75,overcast clouds
446,Balkhash,KZ,2022-04-09 18:46:22,46.844,74.9804,48.25,51,100,15.75,overcast clouds
447,Mushie,CD,2022-04-09 18:46:23,-3.0167,16.9,72.57,94,54,4.03,light rain
448,King City,US,2022-04-09 18:41:28,36.2127,-121.126,76.91,23,0,11.83,clear sky
449,Luis Correia,BR,2022-04-09 18:46:24,-2.8792,-41.6669,86.0,79,75,9.22,broken clouds
450,Husavik,IS,2022-04-09 18:46:24,66.0449,-17.3389,26.53,77,91,5.99,overcast clouds
451,Svetlogorsk,BY,2022-04-09 18:46:25,52.6333,29.7333,40.75,94,100,10.65,overcast clouds
452,Ashtian,IR,2022-04-09 18:46:25,34.5217,50.0019,53.08,37,5,7.83,clear sky
453,Toktogul,KG,2022-04-09 18:46:26,41.8708,72.9402,54.7,84,81,3.02,broken clouds
454,Mecca,SA,2022-04-09 18:46:26,21.4267,39.8261,82.56,35,0,4.7,clear sky
455,Funadhoo,MV,2022-04-09 18:46:27,6.15,73.2667,84.6,72,100,10.65,overcast clouds
456,Bemidji,US,2022-04-09 18:46:27,47.4736,-94.8803,44.37,36,0,6.91,clear sky
457,Iquitos,PE,2022-04-09 18:45:47,-3.7481,-73.2472,84.24,70,75,6.91,broken clouds
458,Tacuarembo,UY,2022-04-09 18:47:28,-31.7333,-55.9833,80.8,47,4,5.03,clear sky
459,Salzwedel,DE,2022-04-09 18:47:28,52.85,11.15,43.02,69,76,13.78,light rain
460,Hualmay,PE,2022-04-09 18:47:29,-11.0964,-77.6139,73.9,72,39,9.24,scattered clouds
461,Huarmey,PE,2022-04-09 18:47:29,-10.0681,-78.1522,74.43,73,72,10.56,broken clouds
462,Oistins,BB,2022-04-09 18:47:12,13.0667,-59.5333,84.29,61,40,20.71,scattered clouds
463,Venice,US,2022-04-09 18:45:25,27.0998,-82.4543,75.97,45,0,14.97,haze
464,Westerland,DE,2022-04-09 18:47:30,54.9079,8.3033,41.95,75,20,24.16,few clouds
465,Murray Bridge,AU,2022-04-09 18:47:31,-35.1167,139.2667,69.12,56,7,10.11,clear sky
466,Cayenne,GF,2022-04-09 18:47:31,4.9333,-52.3333,84.24,1,75,13.8,broken clouds
467,Yeniseysk,RU,2022-04-09 18:47:32,58.4497,92.1703,32.0,94,100,6.91,overcast clouds
468,Mangla,PK,2022-04-09 18:47:32,31.8931,72.3817,83.32,15,0,6.98,clear sky
469,Buala,SB,2022-04-09 18:47:33,-8.145,159.5921,79.18,79,100,3.36,light rain
470,Mubende,UG,2022-04-09 18:47:33,0.5606,31.39,67.26,66,32,3.85,scattered clouds
471,Ranong,TH,2022-04-09 18:43:57,9.9658,98.6348,77.67,87,73,1.74,broken clouds
472,Kidal,ML,2022-04-09 18:47:34,18.4411,1.4078,94.53,8,0,14.05,clear sky
473,Owo,NG,2022-04-09 18:47:34,7.1962,5.5868,78.15,77,100,7.2,light rain
474,Assens,DK,2022-04-09 18:47:35,55.2702,9.9008,41.32,78,12,23.49,few clouds
475,Pasni,PK,2022-04-09 18:47:35,25.2631,63.471,82.33,58,100,9.66,overcast clouds
476,Kangaba,ML,2022-04-09 18:47:35,11.9333,-8.4167,96.91,9,96,5.61,overcast clouds
477,Manggar,ID,2022-04-09 18:47:36,-2.8833,108.2667,77.97,82,100,4.21,overcast clouds
478,Labuhan,ID,2022-04-09 18:47:36,-6.8844,112.2051,77.14,88,100,7.94,light rain
479,Yerofey Pavlovich,RU,2022-04-09 18:47:37,53.9667,121.9667,25.99,79,100,8.3,overcast clouds
480,New Iberia,US,2022-04-09 18:47:37,30.0035,-91.8187,75.96,23,0,9.22,clear sky
481,Nizhniy Odes,RU,2022-04-09 18:47:37,63.6445,54.856,35.55,98,100,10.04,overcast clouds
482,Almeirim,BR,2022-04-09 18:47:38,-1.5233,-52.5817,84.76,71,90,4.14,overcast clouds
483,Fairlie,GB,2022-04-09 18:47:39,55.756,-4.8556,46.31,66,96,11.63,overcast clouds
484,Kupang,ID,2022-04-09 18:47:39,-10.1667,123.5833,75.97,84,70,3.89,broken clouds
485,Beringovskiy,RU,2022-04-09 18:47:40,63.05,179.3167,34.11,83,100,23.87,overcast clouds
486,Swan Hill,AU,2022-04-09 18:47:40,-35.3378,143.5544,60.69,92,4,6.71,clear sky
487,Grand Gaube,MU,2022-04-09 18:47:41,-20.0064,57.6608,79.2,85,38,3.0,scattered clouds
488,Ponta Delgada,PT,2022-04-09 18:47:41,37.7333,-25.6667,54.32,82,40,28.77,mist
489,Djambala,CG,2022-04-09 18:47:41,-2.5447,14.7533,68.67,94,85,2.62,light rain
490,Zhigansk,RU,2022-04-09 18:47:42,66.7697,123.3711,2.77,97,32,10.63,scattered clouds
491,Bac Lieu,VN,2022-04-09 18:47:42,9.285,105.7244,79.61,79,75,4.94,broken clouds
492,Karaman,TR,2022-04-09 18:47:43,37.0833,33.25,54.34,60,100,12.06,overcast clouds
493,Gambela,ET,2022-04-09 18:47:43,8.25,34.5833,88.16,41,100,7.58,overcast clouds
494,Saint-Georges,GD,2022-04-09 18:47:44,12.0564,-61.7485,83.88,70,20,23.02,few clouds
495,Hai Duong,VN,2022-04-09 18:47:44,20.9333,106.3167,69.8,86,0,5.95,clear sky
496,Lukovetskiy,RU,2022-04-09 18:47:45,64.2956,41.9211,33.94,94,100,5.93,overcast clouds
497,Karlstad,SE,2022-04-09 18:47:45,59.3793,13.5036,39.76,60,75,5.75,broken clouds
498,Coihaique,CL,2022-04-09 18:47:46,-45.5752,-72.0662,59.61,67,75,6.91,broken clouds
499,Megion,RU,2022-04-09 18:47:46,61.0296,76.1136,6.82,100,39,3.94,scattered clouds
500,Muli,MV,2022-04-09 18:47:47,2.9167,73.5667,84.87,64,100,10.8,overcast clouds
501,Steinfurt,DE,2022-04-09 18:47:47,52.1505,7.3366,40.75,78,42,12.35,scattered clouds
502,Batagay,RU,2022-04-09 18:47:47,67.6333,134.6333,-4.76,100,100,3.11,overcast clouds
503,Am Timan,TD,2022-04-09 18:47:48,11.0297,20.2827,96.08,22,86,4.5,overcast clouds
504,Qeshm,IR,2022-04-09 18:47:48,26.9581,56.2719,78.69,66,85,12.08,overcast clouds
505,Myski,RU,2022-04-09 18:48:49,53.709,87.8014,28.87,96,99,6.42,light snow
506,Maham,IN,2022-04-09 18:48:49,28.9833,76.3,85.77,11,0,7.65,clear sky
507,Lososina,RU,2022-04-09 18:48:50,48.9975,140.3106,27.88,95,21,0.13,few clouds
508,Bubaque,GW,2022-04-09 18:48:50,11.2833,-15.8333,76.8,78,59,17.05,broken clouds
509,Tomatlan,MX,2022-04-09 18:46:09,19.9333,-105.25,90.03,38,0,10.33,clear sky
510,Puerto Padre,CU,2022-04-09 18:48:51,21.195,-76.6028,84.33,57,51,15.19,broken clouds
511,Guanica,PR,2022-04-09 18:48:51,17.9716,-66.908,85.12,70,71,18.03,broken clouds
512,Taksimo,RU,2022-04-09 18:48:52,56.3444,114.8794,17.74,91,100,0.74,overcast clouds
513,Cabo San Lucas,MX,2022-04-09 18:46:08,22.8909,-109.9124,84.61,61,2,10.0,clear sky
514,Bure,ET,2022-04-09 18:48:53,10.7,37.0667,67.84,50,100,2.46,overcast clouds
515,Kusa,RU,2022-04-09 18:48:54,55.3383,59.4406,37.06,99,100,4.05,overcast clouds
516,Ukiah,US,2022-04-09 18:48:54,39.1502,-123.2078,69.17,31,0,11.5,clear sky
517,Tambun,ID,2022-04-09 18:48:54,-6.2641,107.0712,84.47,77,31,3.58,scattered clouds
518,Conceicao Do Mato Dentro,BR,2022-04-09 18:47:00,-19.0372,-43.425,79.86,64,100,2.71,moderate rain
519,Selty,RU,2022-04-09 18:48:55,57.3132,52.1345,36.88,98,100,8.34,overcast clouds
520,Rongcheng,CN,2022-04-09 18:48:55,30.634,117.8517,66.16,58,100,4.34,overcast clouds
521,Medea,DZ,2022-04-09 18:48:56,36.2642,2.7539,49.05,85,94,5.57,overcast clouds
522,Kushima,JP,2022-04-09 18:48:56,31.4583,131.2333,57.49,84,0,3.0,clear sky
523,Teknaf,BD,2022-04-09 18:48:57,20.8624,92.3058,76.46,89,6,1.77,clear sky
